employee_name,working_day,hours_of_work,work_from_home,month
17,1,5.46,0,9
18,1,4.88,0,9
1,7,0.0,0,9
2,7,0.0,0,9
3,7,0.0,0,9
4,7,0.0,0,9
5,7,0.0,0,9
6,7,0.0,0,9
7,7,0.0,0,9
8,7,0.0,0,9
9,7,0.0,0,9
10,7,0.0,0,9
11,7,0.0,0,9
12,7,0.0,0,9
13,7,0.0,0,9
14,7,0.0,0,9
15,7,0.0,0,9
16,7,0.0,0,9
17,7,0.0,0,9
18,7,0.0,0,9
1,6,0.0,0,9
2,6,0.0,0,9
3,6,0.0,0,9
4,6,0.0,0,9
5,6,0.0,0,9
6,6,0.0,0,9
7,6,0.0,0,9
8,6,0.0,0,9
9,6,0.0,0,9
10,6,0.0,0,9
11,6,0.0,0,9
12,6,0.0,0,9
13,6,0.0,0,9
14,6,0.0,0,9
15,6,0.0,0,9
16,6,0.0,0,9
17,6,0.0,0,9
18,6,0.0,0,9
1,5,4.58,1,9
2,5,5.6,0,9
3,5,6.26,1,9
4,5,5.2,0,9
5,5,5.77,0,9
6,5,5.65,0,9
7,5,5.1,1,9
8,5,6.21,1,9
9,5,6.89,0,9
10,5,5.59,1,9
11,5,4.78,1,9
12,5,6.37,1,9
13,5,4.54,1,9
14,5,6.89,1,9
15,5,4.67,0,9
16,5,5.73,1,9
17,5,6.06,1,9
18,5,6.09,1,9
1,4,6.36,1,9
2,4,5.76,1,9
3,4,5.24,0,9
4,4,6.22,0,9
5,4,5.1,0,9
6,4,4.7,0,9
7,4,6.43,0,9
8,4,6.66,1,9
9,4,6.87,0,9
10,4,4.56,0,9
11,4,4.8,1,9
12,4,4.89,0,9
13,4,6.8,1,9
14,4,5.18,0,9
15,4,4.77,0,9
16,4,6.19,0,9
17,4,5.2,0,9
18,4,6.84,0,9
1,3,6.97,0,8
2,3,6.41,0,8
3,3,4.58,0,8
4,3,6.41,1,8
5,3,6.78,0,8
6,3,4.78,0,8
7,3,5.3,1,8
8,3,6.62,0,8
9,3,6.61,0,8
10,3,5.5,0,8
11,3,5.44,0,8
12,3,4.92,0,8
13,3,4.87,0,8
14,3,6.8,0,8
15,3,4.51,0,8
16,3,5.71,1,8
17,3,4.85,0,8
18,3,6.69,0,8
1,2,4.76,0,8
2,2,5.47,0,8
3,2,5.5,0,8
4,2,6.01,1,8
5,2,5.06,1,8
6,2,6.58,0,8
7,2,5.67,0,8
8,2,5.68,0,8
9,2,4.65,1,8
10,2,4.7,0,8
11,2,4.56,1,8
12,2,5.6,0,8
13,2,5.71,0,8
14,2,5.99,1,8
15,2,5.59,0,8
16,2,5.12,0,8
17,2,5.64,0,8
18,2,4.84,0,8
1,1,6.98,0,8
2,1,5.4,0,8
3,1,5.48,0,8
4,1,6.95,0,8
5,1,4.66,0,8
6,1,6.41,0,8
7,1,4.61,0,8
8,1,6.64,0,8
9,1,6.81,0,8
10,1,6.52,0,8
11,1,4.69,0,8
12,1,6.45,0,8
13,1,5.24,0,8
14,1,5.87,0,8
15,1,5.47,0,8
16,1,5.72,0,8
17,1,5.86,1,8
18,1,4.66,1,8
1,7,0.0,0,8
2,7,0.0,0,8
3,7,0.0,0,8
4,7,0.0,0,8
5,7,0.0,0,8
6,7,0.0,0,8
7,7,0.0,0,8
8,7,0.0,0,8
9,7,0.0,0,8
10,7,0.0,0,8
11,7,0.0,0,8
12,7,0.0,0,8
13,7,0.0,0,8
14,7,0.0,0,8
15,7,0.0,0,8
16,7,0.0,0,8
17,7,0.0,0,8
18,7,0.0,0,8
1,6,0.0,0,8
2,6,0.0,0,8
3,6,0.0,0,8
4,6,0.0,0,8
5,6,0.0,0,8
6,6,0.0,0,8
7,6,0.0,0,8
8,6,0.0,0,8
9,6,0.0,0,8
10,6,0.0,0,8
11,6,0.0,0,8
12,6,0.0,0,8
13,6,0.0,0,8
14,6,0.0,0,8
15,6,0.0,0,8
16,6,0.0,0,8
17,6,0.0,0,8
18,6,0.0,0,8
1,5,6.67,1,8
2,5,6.61,1,8
3,5,6.23,1,8
4,5,5.83,1,8
5,5,5.63,0,8
6,5,5.17,0,8
7,5,6.34,0,8
8,5,6.41,1,8
9,5,4.92,0,8
10,5,5.86,1,8
11,5,4.77,1,8
12,5,6.45,0,8
13,5,5.83,1,8
14,5,6.51,1,8
15,5,5.1,1,8
16,5,5.29,1,8
17,5,4.75,1,8
18,5,5.82,1,8
1,4,5.58,0,8
2,4,4.65,0,8
3,4,6.1,1,8
4,4,6.55,0,8
5,4,5.57,0,8
6,4,5.03,0,8
7,4,6.27,0,8
8,4,5.79,0,8
9,4,5.26,0,8
10,4,6.6,0,8
11,4,4.61,0,8
12,4,6.31,0,8
13,4,6.28,1,8
14,4,5.32,0,8
15,4,5.91,0,8
16,4,5.14,0,8
17,4,6.76,0,8
18,4,6.13,0,8
1,3,6.2,0,8
2,3,5.88,0,8
3,3,5.07,0,8
4,3,5.12,0,8
5,3,6.8,1,8
6,3,5.65,0,8
7,3,5.48,0,8
8,3,5.04,0,8
9,3,6.28,1,8
10,3,5.39,0,8
11,3,5.95,0,8
12,3,5.2,0,8
13,3,5.3,0,8
14,3,4.91,1,8
15,3,4.97,1,8
16,3,4.76,0,8
17,3,5.13,0,8
18,3,5.32,1,8
1,2,4.62,0,8
2,2,6.96,0,8
3,2,4.85,0,8
4,2,5.64,0,8
5,2,6.78,0,8
6,2,4.51,0,8
7,2,4.77,0,8
8,2,5.19,0,8
9,2,6.09,0,8
10,2,6.59,0,8
11,2,6.56,0,8
12,2,6.3,0,8
13,2,5.28,0,8
14,2,4.52,1,8
15,2,6.18,0,8
16,2,6.09,0,8
17,2,5.24,0,8
18,2,6.28,0,8
1,1,5.64,0,8
2,1,5.89,0,8
3,1,6.1,0,8
4,1,6.38,0,8
5,1,6.83,0,8
6,1,6.78,0,8
7,1,5.86,0,8
8,1,6.36,0,8
9,1,4.57,1,8
10,1,6.95,0,8
11,1,4.64,1,8
12,1,6.05,0,8
13,1,4.62,0,8
14,1,6.53,1,8
15,1,5.23,0,8
16,1,4.76,0,8
17,1,6.41,0,8
18,1,5.1,0,8
1,7,0.0,0,8
2,7,0.0,0,8
3,7,0.0,0,8
4,7,0.0,0,8
5,7,0.0,0,8
6,7,0.0,0,8
7,7,0.0,0,8
8,7,0.0,0,8
9,7,0.0,0,8
10,7,0.0,0,8
11,7,0.0,0,8
12,7,0.0,0,8
13,7,0.0,0,8
14,7,0.0,0,8
15,7,0.0,0,8
16,7,0.0,0,8
17,7,0.0,0,8
18,7,0.0,0,8
1,6,0.0,0,8
2,6,0.0,0,8
3,6,0.0,0,8
4,6,0.0,0,8
5,6,0.0,0,8
6,6,0.0,0,8
7,6,0.0,0,8
8,6,0.0,0,8
9,6,0.0,0,8
10,6,0.0,0,8
11,6,0.0,0,8
12,6,0.0,0,8
13,6,0.0,0,8
14,6,0.0,0,8
15,6,0.0,0,8
16,6,0.0,0,8
17,6,0.0,0,8
18,6,0.0,0,8
1,5,5.41,0,8
2,5,6.7,1,8
3,5,5.59,0,8
4,5,6.67,0,8
5,5,6.65,1,8
6,5,5.04,1,8
7,5,6.75,1,8
8,5,5.99,1,8
9,5,6.08,1,8
10,5,5.19,1,8
11,5,5.93,1,8
12,5,6.79,0,8
13,5,4.68,0,8
14,5,6.99,0,8
15,5,6.15,0,8
16,5,5.35,1,8
17,5,5.38,1,8
18,5,5.93,1,8
1,4,6.09,1,8
2,4,6.65,1,8
3,4,5.2,0,8
4,4,6.67,0,8
5,4,6.99,0,8
6,4,5.82,0,8
7,4,5.7,0,8
8,4,5.62,0,8
9,4,5.12,0,8
10,4,6.58,0,8
11,4,5.17,0,8
12,4,5.01,0,8
13,4,6.4,0,8
14,4,5.93,0,8
15,4,5.17,0,8
16,4,6.15,0,8
17,4,6.17,0,8
18,4,4.72,0,8
1,3,5.36,0,8
2,3,4.74,0,8
3,3,5.47,0,8
4,3,6.46,0,8
5,3,5.67,0,8
6,3,4.86,0,8
7,3,5.97,0,8
8,3,6.09,0,8
9,3,6.38,1,8
10,3,6.76,0,8
11,3,5.9,0,8
12,3,4.65,1,8
13,3,5.88,1,8
14,3,5.01,0,8
15,3,5.82,0,8
16,3,6.18,0,8
17,3,4.96,1,8
18,3,5.97,0,8
1,2,4.76,0,8
2,2,5.42,1,8
3,2,5.96,0,8
4,2,5.71,0,8
5,2,6.21,0,8
6,2,6.4,0,8
7,2,4.58,0,8
8,2,4.72,1,8
9,2,4.88,0,8
10,2,5.44,0,8
11,2,4.75,0,8
12,2,6.91,0,8
13,2,5.73,0,8
14,2,5.69,0,8
15,2,6.79,1,8
16,2,5.13,0,8
17,2,5.41,0,8
18,2,4.72,1,8
1,1,6.14,0,8
2,1,6.6,1,8
3,1,6.85,0,8
4,1,6.73,1,8
5,1,4.74,0,8
6,1,6.32,0,8
7,1,4.89,0,8
8,1,4.81,0,8
9,1,6.12,0,8
10,1,5.14,0,8
11,1,5.18,1,8
12,1,6.39,0,8
13,1,5.94,0,8
14,1,6.68,0,8
15,1,6.81,0,8
16,1,5.55,0,8
17,1,5.46,0,8
18,1,6.08,0,8
1,7,0.0,0,8
2,7,0.0,0,8
3,7,0.0,0,8
4,7,0.0,0,8
5,7,0.0,0,8
6,7,0.0,0,8
7,7,0.0,0,8
8,7,0.0,0,8
9,7,0.0,0,8
10,7,0.0,0,8
11,7,0.0,0,8
12,7,0.0,0,8
13,7,0.0,0,8
14,7,0.0,0,8
15,7,0.0,0,8
16,7,0.0,0,8
17,7,0.0,0,8
18,7,0.0,0,8
1,6,0.0,0,8
2,6,0.0,0,8
3,6,0.0,0,8
4,6,0.0,0,8
5,6,0.0,0,8
6,6,0.0,0,8
7,6,0.0,0,8
8,6,0.0,0,8
9,6,0.0,0,8
10,6,0.0,0,8
11,6,0.0,0,8
12,6,0.0,0,8
13,6,0.0,0,8
14,6,0.0,0,8
15,6,0.0,0,8
16,6,0.0,0,8
17,6,0.0,0,8
18,6,0.0,0,8
1,5,6.43,0,8
2,5,5.81,1,8
3,5,6.46,1,8
4,5,6.53,0,8
5,5,4.67,0,8
6,5,6.22,1,8
7,5,6.18,0,8
8,5,5.8,1,8
9,5,5.22,0,8
10,5,6.82,0,8
11,5,5.99,1,8
12,5,5.44,0,8
13,5,4.65,0,8
14,5,6.98,1,8
15,5,4.86,1,8
16,5,6.36,0,8
17,5,5.63,0,8
18,5,4.73,1,8
1,4,6.04,0,8
2,4,4.7,0,8
3,4,4.53,0,8
4,4,4.97,0,8
5,4,6.14,0,8
6,4,5.57,1,8
7,4,5.48,0,8
8,4,6.02,0,8
9,4,6.93,1,8
10,4,4.9,0,8
11,4,5.93,1,8
12,4,6.94,0,8
13,4,6.78,0,8
14,4,6.49,0,8
15,4,5.77,0,8
16,4,6.29,0,8
17,4,4.6,0,8
18,4,6.19,0,8
1,3,6.89,0,8
2,3,6.1,0,8
3,3,5.07,0,8
4,3,6.59,0,8
5,3,6.25,0,8
6,3,5.32,1,8
7,3,6.77,0,8
8,3,6.42,1,8
9,3,5.36,0,8
10,3,6.84,0,8
11,3,6.95,0,8
12,3,6.75,0,8
13,3,6.89,1,8
14,3,6.87,0,8
15,3,6.55,0,8
16,3,6.48,0,8
17,3,5.88,0,8
18,3,5.96,0,8
1,2,4.55,0,8
2,2,6.6,0,8
3,2,5.39,0,8
4,2,4.64,0,8
5,2,6.41,0,8
6,2,5.84,0,8
7,2,5.11,0,8
8,2,5.11,0,8
9,2,4.94,0,8
10,2,5.78,0,8
11,2,6.04,0,8
12,2,6.18,0,8
13,2,4.69,0,8
14,2,5.47,0,8
15,2,6.97,1,8
16,2,6.24,0,8
17,2,6.23,0,8
18,2,5.11,0,8
1,1,5.47,1,8
2,1,6.33,0,8
3,1,4.69,1,8
4,1,5.99,0,8
5,1,6.84,0,8
6,1,4.6,0,8
7,1,6.02,1,8
8,1,6.57,0,8
9,1,5.78,0,8
10,1,6.75,1,8
11,1,6.19,0,8
12,1,5.85,0,8
13,1,6.78,0,8
14,1,4.54,0,8
15,1,5.6,0,8
16,1,4.67,0,8
17,1,6.19,0,8
18,1,5.28,0,8
1,7,0.0,0,8
2,7,0.0,0,8
3,7,0.0,0,8
4,7,0.0,0,8
5,7,0.0,0,8
6,7,0.0,0,8
7,7,0.0,0,8
8,7,0.0,0,8
9,7,0.0,0,8
10,7,0.0,0,8
11,7,0.0,0,8
12,7,0.0,0,8
13,7,0.0,0,8
14,7,0.0,0,8
15,7,0.0,0,8
16,7,0.0,0,8
17,7,0.0,0,8
18,7,0.0,0,8
1,6,0.0,0,8
2,6,0.0,0,8
3,6,0.0,0,8
4,6,0.0,0,8
5,6,0.0,0,8
6,6,0.0,0,8
7,6,0.0,0,8
8,6,0.0,0,8
9,6,0.0,0,8
10,6,0.0,0,8
11,6,0.0,0,8
12,6,0.0,0,8
13,6,0.0,0,8
14,6,0.0,0,8
15,6,0.0,0,8
16,6,0.0,0,8
17,6,0.0,0,8
18,6,0.0,0,8
1,5,5.67,1,8
2,5,5.35,0,8
3,5,6.25,1,8
4,5,4.68,0,8
5,5,4.65,1,8
6,5,5.55,0,8
7,5,6.17,0,8
8,5,6.16,0,8
9,5,5.61,0,8
10,5,6.98,1,8
11,5,6.4,0,8
12,5,5.3,0,8
13,5,4.64,0,8
14,5,5.6,0,8
15,5,6.84,0,8
16,5,5.46,0,8
17,5,4.64,1,8
18,5,5.56,0,8
1,4,5.28,0,8
2,4,5.4,0,8
3,4,4.91,0,8
4,4,5.3,0,8
5,4,5.65,1,8
6,4,4.97,0,8
7,4,4.56,0,8
8,4,6.11,0,8
9,4,6.33,1,8
10,4,5.05,1,8
11,4,4.97,1,8
12,4,6.35,0,8
13,4,6.87,0,8
14,4,5.21,0,8
15,4,6.98,0,8
16,4,5.87,0,8
17,4,5.06,1,8
18,4,5.33,1,8
1,3,5.78,1,8
2,3,6.42,0,8
3,3,5.71,0,8
4,3,6.29,0,8
5,3,4.6,0,8
6,3,5.97,0,8
7,3,5.8,0,8
8,3,4.94,0,8
9,3,5.72,0,8
10,3,4.58,0,8
11,3,5.98,0,8
12,3,4.62,0,8
13,3,6.73,0,8
14,3,5.73,0,8
15,3,6.38,0,8
16,3,5.84,1,8
17,3,5.68,0,8
18,3,6.23,0,8
1,2,4.88,0,8
2,2,6.81,0,8
3,2,6.43,0,8
4,2,4.81,0,8
5,2,5.61,1,8
6,2,6.04,0,8
7,2,4.89,0,8
8,2,6.5,0,8
9,2,6.6,0,8
10,2,6.65,1,8
11,2,6.02,0,8
12,2,6.66,0,8
13,2,4.9,0,8
14,2,5.62,0,8
15,2,5.71,0,8
16,2,5.65,0,8
17,2,6.7,0,8
18,2,5.33,0,8
1,1,6.79,0,8
2,1,5.61,0,8
3,1,4.83,0,8
4,1,6.16,0,8
5,1,5.98,0,8
6,1,4.53,0,8
7,1,6.49,1,8
8,1,6.59,0,8
9,1,4.97,0,8
10,1,5.82,0,8
11,1,5.61,1,8
12,1,4.72,0,8
13,1,6.51,0,8
14,1,6.1,0,8
15,1,4.93,0,8
16,1,6.74,0,8
17,1,5.18,0,8
18,1,5.87,0,8
1,7,0.0,0,7
2,7,0.0,0,7
3,7,0.0,0,7
4,7,0.0,0,7
5,7,0.0,0,7
6,7,0.0,0,7
7,7,0.0,0,7
8,7,0.0,0,7
9,7,0.0,0,7
10,7,0.0,0,7
11,7,0.0,0,7
12,7,0.0,0,7
13,7,0.0,0,7
14,7,0.0,0,7
15,7,0.0,0,7
16,7,0.0,0,7
17,7,0.0,0,7
18,7,0.0,0,7
1,6,0.0,0,7
2,6,0.0,0,7
3,6,0.0,0,7
4,6,0.0,0,7
5,6,0.0,0,7
6,6,0.0,0,7
7,6,0.0,0,7
8,6,0.0,0,7
9,6,0.0,0,7
10,6,0.0,0,7
11,6,0.0,0,7
12,6,0.0,0,7
13,6,0.0,0,7
14,6,0.0,0,7
15,6,0.0,0,7
16,6,0.0,0,7
17,6,0.0,0,7
18,6,0.0,0,7
1,5,6.04,1,7
2,5,5.5,0,7
3,5,5.15,1,7
4,5,6.14,0,7
5,5,5.66,1,7
6,5,4.83,0,7
7,5,4.61,1,7
8,5,6.86,1,7
9,5,6.78,1,7
10,5,5.28,1,7
11,5,6.61,0,7
12,5,6.65,0,7
13,5,6.35,1,7
14,5,5.13,1,7
15,5,5.96,1,7
16,5,6.38,1,7
17,5,5.33,0,7
18,5,4.98,1,7
1,4,4.65,0,7
2,4,6.61,0,7
3,4,5.71,1,7
4,4,5.77,1,7
5,4,6.45,1,7
6,4,5.29,0,7
7,4,4.6,0,7
8,4,6.72,0,7
9,4,5.71,0,7
10,4,5.2,0,7
11,4,5.11,0,7
12,4,6.35,1,7
13,4,6.26,1,7
14,4,5.95,0,7
15,4,6.87,0,7
16,4,5.06,0,7
17,4,4.73,1,7
18,4,4.99,1,7
1,3,4.82,0,7
2,3,6.73,0,7
3,3,4.86,0,7
4,3,5.86,1,7
5,3,4.68,0,7
6,3,6.62,1,7
7,3,6.38,0,7
8,3,4.67,0,7
9,3,5.84,0,7
10,3,5.84,0,7
11,3,5.18,0,7
12,3,6.59,0,7
13,3,5.98,0,7
14,3,5.0,0,7
15,3,5.52,0,7
16,3,4.99,0,7
17,3,4.67,0,7
18,3,4.73,0,7
1,2,5.01,0,7
2,2,4.72,0,7
3,2,6.03,1,7
4,2,6.55,1,7
5,2,4.72,0,7
6,2,6.44,0,7
7,2,4.65,0,7
8,2,4.8,0,7
9,2,4.94,0,7
10,2,6.08,0,7
11,2,5.68,0,7
12,2,5.88,0,7
13,2,5.03,0,7
14,2,5.1,0,7
15,2,6.64,0,7
16,2,4.95,0,7
17,2,6.52,0,7
18,2,6.82,0,7
1,1,6.27,0,7
2,1,5.55,0,7
3,1,4.65,0,7
4,1,6.43,0,7
5,1,6.76,0,7
6,1,6.61,0,7
7,1,6.78,0,7
8,1,5.86,0,7
9,1,4.83,0,7
10,1,4.7,1,7
11,1,6.32,0,7
12,1,5.1,0,7
13,1,4.97,0,7
14,1,5.58,0,7
15,1,4.87,0,7
16,1,4.87,0,7
17,1,6.43,0,7
18,1,5.38,0,7
1,7,0.0,0,7
2,7,0.0,0,7
3,7,0.0,0,7
4,7,0.0,0,7
5,7,0.0,0,7
6,7,0.0,0,7
7,7,0.0,0,7
8,7,0.0,0,7
9,7,0.0,0,7
10,7,0.0,0,7
11,7,0.0,0,7
12,7,0.0,0,7
13,7,0.0,0,7
14,7,0.0,0,7
15,7,0.0,0,7
16,7,0.0,0,7
17,7,0.0,0,7
18,7,0.0,0,7
1,6,0.0,0,7
2,6,0.0,0,7
3,6,0.0,0,7
4,6,0.0,0,7
5,6,0.0,0,7
6,6,0.0,0,7
7,6,0.0,0,7
8,6,0.0,0,7
9,6,0.0,0,7
10,6,0.0,0,7
11,6,0.0,0,7
12,6,0.0,0,7
13,6,0.0,0,7
14,6,0.0,0,7
15,6,0.0,0,7
16,6,0.0,0,7
17,6,0.0,0,7
18,6,0.0,0,7
1,5,6.91,0,7
2,5,5.92,0,7
3,5,6.2,1,7
4,5,6.35,0,7
5,5,5.56,0,7
6,5,5.82,1,7
7,5,4.68,1,7
8,5,6.39,1,7
9,5,5.25,0,7
10,5,6.96,0,7
11,5,6.57,0,7
12,5,6.27,1,7
13,5,5.58,0,7
14,5,5.81,0,7
15,5,5.01,1,7
16,5,6.77,1,7
17,5,4.85,0,7
18,5,6.68,0,7
1,4,5.18,0,7
2,4,5.15,0,7
3,4,5.74,0,7
4,4,6.94,0,7
5,4,6.98,0,7
6,4,6.23,1,7
7,4,5.77,0,7
8,4,4.69,0,7
9,4,5.49,0,7
10,4,6.3,0,7
11,4,6.3,0,7
12,4,5.17,0,7
13,4,4.75,0,7
14,4,4.53,0,7
15,4,5.7,0,7
16,4,5.26,0,7
17,4,5.29,0,7
18,4,6.88,0,7
1,3,5.48,0,7
2,3,4.76,1,7
3,3,6.74,0,7
4,3,6.52,0,7
5,3,5.51,0,7
6,3,6.19,0,7
7,3,6.63,0,7
8,3,5.13,0,7
9,3,5.55,0,7
10,3,5.59,0,7
11,3,7.0,0,7
12,3,5.92,0,7
13,3,6.53,1,7
14,3,6.05,0,7
15,3,4.58,1,7
16,3,5.54,0,7
17,3,5.23,0,7
18,3,6.77,1,7
1,2,4.85,0,7
2,2,6.94,0,7
3,2,5.84,0,7
4,2,5.75,0,7
5,2,5.8,0,7
6,2,6.71,0,7
7,2,5.92,0,7
8,2,6.05,1,7
9,2,5.19,0,7
10,2,4.55,0,7
11,2,4.6,1,7
12,2,5.3,0,7
13,2,6.14,0,7
14,2,4.56,0,7
15,2,5.56,0,7
16,2,6.16,0,7
17,2,5.92,0,7
18,2,4.94,0,7
1,1,6.91,0,7
2,1,6.12,0,7
3,1,6.98,0,7
4,1,6.24,1,7
5,1,6.74,0,7
6,1,6.28,0,7
7,1,6.57,0,7
8,1,5.16,1,7
9,1,5.57,1,7
10,1,6.62,0,7
11,1,5.37,0,7
12,1,5.49,0,7
13,1,6.31,0,7
14,1,4.7,0,7
15,1,6.91,0,7
16,1,6.33,0,7
17,1,6.81,0,7
18,1,4.73,0,7
1,7,0.0,0,7
2,7,0.0,0,7
3,7,0.0,0,7
4,7,0.0,0,7
5,7,0.0,0,7
6,7,0.0,0,7
7,7,0.0,0,7
8,7,0.0,0,7
9,7,0.0,0,7
10,7,0.0,0,7
11,7,0.0,0,7
12,7,0.0,0,7
13,7,0.0,0,7
14,7,0.0,0,7
15,7,0.0,0,7
16,7,0.0,0,7
17,7,0.0,0,7
18,7,0.0,0,7
1,6,0.0,0,7
2,6,0.0,0,7
3,6,0.0,0,7
4,6,0.0,0,7
5,6,0.0,0,7
6,6,0.0,0,7
7,6,0.0,0,7
8,6,0.0,0,7
9,6,0.0,0,7
10,6,0.0,0,7
11,6,0.0,0,7
12,6,0.0,0,7
13,6,0.0,0,7
14,6,0.0,0,7
15,6,0.0,0,7
16,6,0.0,0,7
17,6,0.0,0,7
18,6,0.0,0,7
1,5,6.02,0,7
2,5,6.54,1,7
3,5,6.72,1,7
4,5,4.93,0,7
5,5,4.63,1,7
6,5,4.83,1,7
7,5,6.13,1,7
8,5,6.06,1,7
9,5,6.29,1,7
10,5,6.08,1,7
11,5,5.08,1,7
12,5,4.82,1,7
13,5,4.71,1,7
14,5,6.64,1,7
15,5,4.96,0,7
16,5,6.66,1,7
17,5,6.73,0,7
18,5,5.84,0,7
1,4,5.53,0,7
2,4,5.23,0,7
3,4,4.67,0,7
4,4,6.7,0,7
5,4,5.01,0,7
6,4,5.38,0,7
7,4,6.38,0,7
8,4,5.12,0,7
9,4,6.12,0,7
10,4,6.78,0,7
11,4,6.08,0,7
12,4,5.34,0,7
13,4,6.75,1,7
14,4,5.78,0,7
15,4,4.66,0,7
16,4,5.37,0,7
17,4,6.91,1,7
18,4,6.1,0,7
1,3,5.11,0,7
2,3,4.85,0,7
3,3,6.03,0,7
4,3,5.62,0,7
5,3,5.01,0,7
6,3,5.54,0,7
7,3,5.31,0,7
8,3,5.8,0,7
9,3,6.69,1,7
10,3,6.42,0,7
11,3,6.3,0,7
12,3,6.91,0,7
13,3,6.5,0,7
14,3,5.93,0,7
15,3,5.21,1,7
16,3,6.18,0,7
17,3,5.97,1,7
18,3,6.6,0,7
1,2,6.58,0,7
2,2,5.24,0,7
3,2,5.16,0,7
4,2,5.0,0,7
5,2,5.34,0,7
6,2,5.57,0,7
7,2,6.74,0,7
8,2,6.83,0,7
9,2,4.61,0,7
10,2,5.88,0,7
11,2,6.91,1,7
12,2,5.01,1,7
13,2,4.95,1,7
14,2,5.33,0,7
15,2,6.18,1,7
16,2,4.63,0,7
17,2,5.3,0,7
18,2,6.19,0,7
1,1,5.95,1,7
2,1,6.17,0,7
3,1,6.19,0,7
4,1,4.78,0,7
5,1,5.64,0,7
6,1,6.9,0,7
7,1,5.51,0,7
8,1,4.59,0,7
9,1,4.99,0,7
10,1,5.28,0,7
11,1,6.66,0,7
12,1,5.2,1,7
13,1,6.79,0,7
14,1,6.24,0,7
15,1,6.53,0,7
16,1,6.92,0,7
17,1,6.88,0,7
18,1,4.82,0,7
1,7,0.0,0,7
2,7,0.0,0,7
3,7,0.0,0,7
4,7,0.0,0,7
5,7,0.0,0,7
6,7,0.0,0,7
7,7,0.0,0,7
8,7,0.0,0,7
9,7,0.0,0,7
10,7,0.0,0,7
11,7,0.0,0,7
12,7,0.0,0,7
13,7,0.0,0,7
14,7,0.0,0,7
15,7,0.0,0,7
16,7,0.0,0,7
17,7,0.0,0,7
18,7,0.0,0,7
1,6,0.0,0,7
2,6,0.0,0,7
3,6,0.0,0,7
4,6,0.0,0,7
5,6,0.0,0,7
6,6,0.0,0,7
7,6,0.0,0,7
8,6,0.0,0,7
9,6,0.0,0,7
10,6,0.0,0,7
11,6,0.0,0,7
12,6,0.0,0,7
13,6,0.0,0,7
14,6,0.0,0,7
15,6,0.0,0,7
16,6,0.0,0,7
17,6,0.0,0,7
18,6,0.0,0,7
1,5,5.5,1,7
2,5,5.69,0,7
3,5,5.28,1,7
4,5,5.26,1,7
5,5,5.52,0,7
6,5,5.84,0,7
7,5,5.61,0,7
8,5,6.26,1,7
9,5,6.86,1,7
10,5,5.42,1,7
11,5,6.42,1,7
12,5,5.14,0,7
13,5,5.42,1,7
14,5,6.78,1,7
15,5,6.02,1,7
16,5,5.1,0,7
17,5,4.95,0,7
18,5,6.02,1,7
1,4,6.26,0,7
2,4,5.54,1,7
3,4,4.84,1,7
4,4,4.99,0,7
5,4,6.86,0,7
6,4,4.96,0,7
7,4,5.48,0,7
8,4,5.85,0,7
9,4,6.89,0,7
10,4,5.72,0,7
11,4,6.42,0,7
12,4,5.78,0,7
13,4,6.91,0,7
14,4,5.16,1,7
15,4,5.26,0,7
16,4,5.72,0,7
17,4,5.78,0,7
18,4,5.86,0,7
1,3,6.84,0,7
2,3,5.97,0,7
3,3,5.58,0,7
4,3,6.49,0,7
5,3,5.66,0,7
6,3,6.05,0,7
7,3,5.26,0,7
8,3,6.5,0,7
9,3,5.28,0,7
10,3,6.34,0,7
11,3,6.05,0,7
12,3,6.89,0,7
13,3,4.71,1,7
14,3,4.97,0,7
15,3,6.31,0,7
16,3,4.74,0,7
17,3,6.49,0,7
18,3,5.79,1,7
1,2,6.35,1,7
2,2,4.59,0,7
3,2,6.02,0,7
4,2,5.16,0,7
5,2,6.9,0,7
6,2,5.44,0,7
7,2,6.6,0,7
8,2,6.71,1,7
9,2,6.15,0,7
10,2,6.85,0,7
11,2,5.72,1,7
12,2,6.3,0,7
13,2,5.45,0,7
14,2,5.72,0,7
15,2,5.32,0,7
16,2,5.15,0,7
17,2,6.73,0,7
18,2,5.04,0,7
1,1,5.18,0,7
2,1,5.54,0,7
3,1,6.03,0,7
4,1,5.34,0,7
5,1,6.78,0,7
6,1,6.8,0,7
7,1,6.7,1,7
8,1,5.96,1,7
9,1,5.06,0,7
10,1,5.12,0,7
11,1,6.22,0,7
12,1,4.71,0,7
13,1,5.73,0,7
14,1,5.86,0,7
15,1,4.77,0,7
16,1,6.76,0,7
17,1,5.02,0,7
18,1,6.6,0,7
1,7,0.0,0,7
2,7,0.0,0,7
3,7,0.0,0,7
4,7,0.0,0,7
5,7,0.0,0,7
6,7,0.0,0,7
7,7,0.0,0,7
8,7,0.0,0,7
9,7,0.0,0,7
10,7,0.0,0,7
11,7,0.0,0,7
12,7,0.0,0,7
13,7,0.0,0,7
14,7,0.0,0,7
15,7,0.0,0,7
16,7,0.0,0,7
17,7,0.0,0,7
18,7,0.0,0,7
1,6,0.0,0,7
2,6,0.0,0,7
3,6,0.0,0,7
4,6,0.0,0,7
5,6,0.0,0,7
6,6,0.0,0,7
7,6,0.0,0,7
8,6,0.0,0,7
9,6,0.0,0,7
10,6,0.0,0,7
